ticker,date,sentiment_score
N225,"Wed, 09 Jul 2025 21:38:42 GMT",0.0
N225,"Wed, 09 Jul 2025 18:39:05 GMT",0.5
N225,"Wed, 09 Jul 2025 22:33:07 GMT",0.0
N225,"Thu, 10 Jul 2025 00:05:00 GMT",0.2954545454545454
N225,"Wed, 09 Jul 2025 19:30:36 GMT",0.375
N225,"Thu, 10 Jul 2025 00:08:00 GMT",0.1747159090909091
N225,"Wed, 09 Jul 2025 12:05:00 GMT",0.25
N225,"Tue, 08 Jul 2025 17:55:53 GMT",0.0
N225,"Wed, 09 Jul 2025 04:00:00 GMT",0.0
N225,"Mon, 07 Jul 2025 15:33:45 GMT",0.0
