Price,Close,High,Low,Open,Volume
Ticker,^N225,^N225,^N225,^N225,^N225
Datetime,,,,,
2025-07-14 00:00:00+00:00,39443.69921875,39456.73046875,39409.73828125,39416.1015625,0
2025-07-14 00:01:00+00:00,39385.421875,39447.62109375,39385.421875,39443.6015625,0
2025-07-14 00:02:00+00:00,39337.91015625,39388.671875,39337.91015625,39388.671875,0
2025-07-14 00:03:00+00:00,39341.1015625,39341.1015625,39318.37109375,39332.21875,0
2025-07-14 00:04:00+00:00,39400.23046875,39409.58984375,39350.4609375,39350.4609375,0
2025-07-14 00:05:00+00:00,39427.87109375,39428.51171875,39379.328125,39392.4609375,0
2025-07-14 00:06:00+00:00,39446.53125,39446.53125,39420.87109375,39427.05078125,0
2025-07-14 00:07:00+00:00,39426.83984375,39445.9609375,39426.83984375,39445.9609375,0
2025-07-14 00:08:00+00:00,39446.05078125,39456.609375,39419.5,39423.171875,0
2025-07-14 00:09:00+00:00,39455.2890625,39462.671875,39430.48046875,39444.37890625,0
2025-07-14 00:10:00+00:00,39439.46875,39456.4609375,39434.3984375,39455.33984375,0
2025-07-14 00:11:00+00:00,39467.5,39474.4296875,39436.12890625,39436.12890625,0
2025-07-14 00:12:00+00:00,39473.37890625,39478.8984375,39464.859375,39468.30078125,0
2025-07-14 00:13:00+00:00,39470.83984375,39485.23046875,39464.94921875,39472.328125,0
2025-07-14 00:14:00+00:00,39466.78125,39475.19921875,39462.19140625,39469.69140625,0
2025-07-14 00:15:00+00:00,39459.5,39459.5,39459.5,39459.5,0
