Datetime,Close,High,Low,Open,Volume
,^N225,^N225,^N225,^N225,^N225
2025-07-15 00:00:00+00:00,39465.87890625,39525.828125,39465.87890625,39525.828125,0
2025-07-15 00:01:00+00:00,39448.03125,39464.73046875,39419.66015625,39464.73046875,0
2025-07-15 00:02:00+00:00,39492.2890625,39492.2890625,39444.1796875,39454.51171875,0
2025-07-15 00:03:00+00:00,39481.44140625,39488.6015625,39468.0390625,39488.6015625,0
2025-07-15 00:04:00+00:00,39466.46875,39491.26953125,39466.46875,39486.828125,0
2025-07-15 00:05:00+00:00,39425.1484375,39461.859375,39425.1484375,39461.859375,0
2025-07-15 00:06:00+00:00,39452.62109375,39466.37109375,39426.078125,39426.078125,0
2025-07-15 00:07:00+00:00,39433.96875,39451.640625,39429.41015625,39451.640625,0
2025-07-15 00:08:00+00:00,39436.1484375,39440.62109375,39431.5,39440.62109375,0
2025-07-15 00:09:00+00:00,39427.48828125,39435.30078125,39424.609375,39435.30078125,0
2025-07-15 00:10:00+00:00,39415.109375,39428.51171875,39415.109375,39428.51171875,0
2025-07-15 00:11:00+00:00,39430.890625,39436.05078125,39419.87890625,39421.578125,0
2025-07-15 00:12:00+00:00,39444.08984375,39444.08984375,39429.12109375,39441.671875,0
2025-07-15 00:13:00+00:00,39442.94140625,39445.8984375,39435.83984375,39445.8984375,0
2025-07-15 00:14:00+00:00,39501.37890625,39501.37890625,39453.66015625,39453.66015625,0
2025-07-15 00:15:00+00:00,39510.5,39510.5,39486.078125,39497.5390625,0
2025-07-15 00:16:00+00:00,39494.421875,39517.03125,39494.421875,39512.3984375,0
2025-07-15 00:17:00+00:00,39501.71875,39512.19921875,39494.80859375,39494.80859375,0
2025-07-15 00:18:00+00:00,39508.55859375,39508.55859375,39490.91015625,39491.16015625,0
2025-07-15 00:19:00+00:00,39503.51953125,39505.73828125,39487.26953125,39505.73828125,0
2025-07-15 00:20:00+00:00,39493.78125,39503.62109375,39493.671875,39503.62109375,0
2025-07-15 00:21:00+00:00,39500.16015625,39517.2890625,39492.12109375,39496.1484375,0
2025-07-15 00:22:00+00:00,39499.78125,39508.5390625,39494.859375,39497.2109375,0
2025-07-15 00:23:00+00:00,39517.1484375,39519.078125,39491.37109375,39491.37109375,0
2025-07-15 00:24:00+00:00,39541.0703125,39541.0703125,39520.171875,39520.171875,0
2025-07-15 00:25:00+00:00,39532.171875,39537.96875,39529.53125,39533.8203125,0
2025-07-15 00:26:00+00:00,39543.55078125,39545.37109375,39532.75,39533.08984375,0
2025-07-15 00:27:00+00:00,39543.3984375,39545.328125,39535.21875,39545.328125,0
2025-07-15 00:28:00+00:00,39556.44921875,39556.94921875,39545.578125,39545.73046875,0
2025-07-15 00:29:00+00:00,39559.859375,39562.62109375,39546.66015625,39553.859375,0
2025-07-15 00:30:00+00:00,39563.12109375,39567.76953125,39553.2890625,39556.48828125,0
2025-07-15 00:31:00+00:00,39560.62890625,39567.2109375,39548.96875,39567.2109375,0
2025-07-15 00:32:00+00:00,39556.96875,39556.96875,39540.48828125,39556.7109375,0
2025-07-15 00:33:00+00:00,39546.6796875,39557.171875,39540.0,39555.62890625,0
2025-07-15 00:34:00+00:00,39531.41015625,39543.69140625,39520.75,39543.69140625,0
2025-07-15 00:35:00+00:00,39541.3515625,39543.9609375,39527.7890625,39530.23046875,0
2025-07-15 00:36:00+00:00,39523.80859375,39546.19921875,39523.80859375,39542.828125,0
2025-07-15 00:37:00+00:00,39517.9296875,39533.8203125,39514.05859375,39522.23046875,0
2025-07-15 00:38:00+00:00,39532.05078125,39535.1015625,39521.51171875,39521.51171875,0
2025-07-15 00:39:00+00:00,39519.41015625,39537.87109375,39512.03125,39534.8984375,0
2025-07-15 00:40:00+00:00,39503.73046875,39524.19140625,39503.73046875,39523.44140625,0
2025-07-15 00:41:00+00:00,39503.578125,39508.55859375,39495.21875,39500.140625,0
2025-07-15 00:42:00+00:00,39483.19140625,39505.78125,39481.8515625,39503.3203125,0
2025-07-15 00:43:00+00:00,39453.91015625,39484.1484375,39453.91015625,39483.859375,0
2025-07-15 00:44:00+00:00,39434.1015625,39453.3203125,39425.23828125,39453.3203125,0
2025-07-15 00:45:00+00:00,39408.37109375,39432.48828125,39406.640625,39431.05859375,0
2025-07-15 00:46:00+00:00,39425.0703125,39432.98046875,39407.7109375,39407.9296875,0
2025-07-15 00:47:00+00:00,39419.46875,39430.87890625,39419.41015625,39423.94921875,0
2025-07-15 00:48:00+00:00,39429.9296875,39430.76953125,39419.73828125,39419.73828125,0
2025-07-15 00:49:00+00:00,39457.8203125,39457.8203125,39430.671875,39430.671875,0
2025-07-15 00:50:00+00:00,39436.01171875,39446.76171875,39426.16015625,39446.76171875,0
2025-07-15 00:51:00+00:00,39461.03125,39461.03125,39444.80859375,39444.80859375,0
2025-07-15 00:52:00+00:00,39466.98828125,39477.078125,39463.26953125,39464.05859375,0
2025-07-15 00:53:00+00:00,39472.171875,39472.171875,39460.73828125,39461.8984375,0
2025-07-15 00:54:00+00:00,39468.5703125,39474.05078125,39461.1015625,39473.73828125,0
2025-07-15 00:55:00+00:00,39469.37109375,39473.83984375,39467.78125,39468.140625,0
2025-07-15 00:56:00+00:00,39454.5390625,39468.6015625,39451.7890625,39468.6015625,0
2025-07-15 00:57:00+00:00,39448.26171875,39456.8984375,39448.26171875,39453.3203125,0
2025-07-15 00:58:00+00:00,39437.05078125,39453.76953125,39437.05078125,39448.87890625,0
2025-07-15 00:59:00+00:00,39442.26953125,39442.26953125,39430.921875,39438.6484375,0
2025-07-15 01:00:00+00:00,39440.62109375,39445.0703125,39438.671875,39445.0703125,0
2025-07-15 01:01:00+00:00,39420.3515625,39444.03125,39420.3515625,39444.03125,0
2025-07-15 01:02:00+00:00,39408.5703125,39421.44921875,39404.1015625,39421.44921875,0
2025-07-15 01:03:00+00:00,39395.55859375,39407.55859375,39388.140625,39407.55859375,0
2025-07-15 01:04:00+00:00,39390.62890625,39404.25,39390.62890625,39404.25,0
2025-07-15 01:05:00+00:00,39383.359375,39388.1796875,39379.87109375,39388.1796875,0
2025-07-15 01:06:00+00:00,39380.3203125,39384.359375,39379.3203125,39381.58984375,0
2025-07-15 01:07:00+00:00,39391.4296875,39400.12890625,39380.69140625,39380.69140625,0
2025-07-15 01:08:00+00:00,39398.71875,39401.21875,39392.53125,39396.46875,0
2025-07-15 01:09:00+00:00,39401.2890625,39402.30078125,39393.921875,39401.671875,0
2025-07-15 01:10:00+00:00,39404.578125,39404.578125,39393.328125,39401.7890625,0
2025-07-15 01:11:00+00:00,39418.37109375,39418.37109375,39404.671875,39405.609375,0
2025-07-15 01:12:00+00:00,39407.41015625,39424.01953125,39404.0703125,39419.7109375,0
2025-07-15 01:13:00+00:00,39413.5703125,39419.3515625,39411.1484375,39411.1484375,0
2025-07-15 01:14:00+00:00,39416.2109375,39418.66015625,39414.6015625,39418.2109375,0
