Price,Close,High,Low,Open,Volume
Ticker,^N225,^N225,^N225,^N225,^N225
Datetime,,,,,
2025-07-14 00:00:00+00:00,39443.69921875,39456.73046875,39409.73828125,39416.1015625,0
2025-07-14 00:01:00+00:00,39385.421875,39447.62109375,39385.421875,39443.6015625,0
2025-07-14 00:02:00+00:00,39337.91015625,39388.671875,39337.91015625,39388.671875,0
2025-07-14 00:03:00+00:00,39341.1015625,39341.1015625,39318.37109375,39332.21875,0
2025-07-14 00:04:00+00:00,39400.23046875,39409.58984375,39350.4609375,39350.4609375,0
2025-07-14 00:05:00+00:00,39427.87109375,39428.51171875,39379.328125,39392.4609375,0
2025-07-14 00:06:00+00:00,39446.53125,39446.53125,39420.87109375,39427.05078125,0
2025-07-14 00:07:00+00:00,39426.83984375,39445.9609375,39426.83984375,39445.9609375,0
2025-07-14 00:08:00+00:00,39446.05078125,39456.609375,39419.5,39423.171875,0
2025-07-14 00:09:00+00:00,39455.2890625,39462.671875,39430.48046875,39444.37890625,0
2025-07-14 00:10:00+00:00,39439.46875,39456.4609375,39434.3984375,39455.33984375,0
2025-07-14 00:11:00+00:00,39467.5,39474.4296875,39436.12890625,39436.12890625,0
2025-07-14 00:12:00+00:00,39473.37890625,39478.8984375,39464.859375,39468.30078125,0
2025-07-14 00:13:00+00:00,39470.83984375,39485.23046875,39464.94921875,39472.328125,0
2025-07-14 00:14:00+00:00,39466.78125,39475.19921875,39462.19140625,39469.69140625,0
2025-07-14 00:15:00+00:00,39464.6015625,39471.33984375,39452.2109375,39471.33984375,0
2025-07-14 00:16:00+00:00,39448.62109375,39456.96875,39437.87109375,39449.91015625,0
2025-07-14 00:17:00+00:00,39460.4609375,39460.4609375,39433.75,39449.3203125,0
2025-07-14 00:18:00+00:00,39442.3984375,39452.890625,39442.3984375,39452.6796875,0
2025-07-14 00:19:00+00:00,39416.7890625,39427.1796875,39411.98828125,39425.80078125,0
2025-07-14 00:20:00+00:00,39423.12890625,39428.7890625,39415.01171875,39418.0703125,0
2025-07-14 00:21:00+00:00,39419.28125,39421.58984375,39411.98046875,39421.58984375,0
2025-07-14 00:22:00+00:00,39415.05859375,39432.05078125,39415.05859375,39428.37109375,0
2025-07-14 00:23:00+00:00,39415.4609375,39417.55078125,39405.76171875,39413.328125,0
2025-07-14 00:24:00+00:00,39410.21875,39416.23828125,39403.19140625,39416.23828125,0
2025-07-14 00:25:00+00:00,39434.73828125,39434.73828125,39406.55859375,39411.75,0
2025-07-14 00:26:00+00:00,39427.30859375,39441.51953125,39423.51171875,39436.53125,0
2025-07-14 00:27:00+00:00,39441.80859375,39441.80859375,39420.01953125,39430.01953125,0
2025-07-14 00:28:00+00:00,39454.3203125,39457.12109375,39441.25,39441.25,0
2025-07-14 00:29:00+00:00,39427.2109375,39453.6796875,39418.30078125,39453.6796875,0
2025-07-14 00:30:00+00:00,39444.7109375,39444.7109375,39417.69140625,39425.05078125,0
2025-07-14 00:31:00+00:00,39439.87109375,39445.44140625,39433.08984375,39444.44140625,0
2025-07-14 00:32:00+00:00,39429.73046875,39450.01953125,39429.73046875,39441.23046875,0
2025-07-14 00:33:00+00:00,39439.5,39448.4609375,39431.578125,39434.0390625,0
2025-07-14 00:34:00+00:00,39440.62109375,39444.21875,39437.7890625,39439.3515625,0
2025-07-14 00:35:00+00:00,39434.91015625,39441.171875,39422.7890625,39441.171875,0
2025-07-14 00:36:00+00:00,39441.94140625,39446.94140625,39434.25,39434.25,0
2025-07-14 00:37:00+00:00,39442.4609375,39448.53125,39432.80859375,39447.12109375,0
2025-07-14 00:38:00+00:00,39452.80078125,39457.80859375,39443.37109375,39443.37109375,0
2025-07-14 00:39:00+00:00,39446.4296875,39452.94921875,39440.94140625,39452.94921875,0
2025-07-14 00:40:00+00:00,39420.5703125,39446.23046875,39415.1796875,39446.23046875,0
2025-07-14 00:41:00+00:00,39428.671875,39430.58984375,39415.6796875,39415.6796875,0
2025-07-14 00:42:00+00:00,39415.109375,39432.12109375,39415.109375,39421.62109375,0
2025-07-14 00:43:00+00:00,39423.6015625,39426.05078125,39408.671875,39410.4296875,0
2025-07-14 00:44:00+00:00,39408.2890625,39423.328125,39408.2890625,39422.4609375,0
